"I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,02-28-2017 02:43:03"
"'Donald Trump leads Hillary Clinton by 19 points among military veteran voters: poll' #AmericaFirst #MAGAhttps://t.co/5FmxGtLkwt,09-07-2016 15:11:59"
"I will be interviewed on @oreillyfactor tonight at 11pmE @FoxNews. Enjoy!,09-07-2016 01:20:48"
"Thank you North Carolina- get out &amp; #VoteTrump on 11/8/2016!#MakeAmericaGreatAgain https://t.co/HX2LRYs4Vq,09-07-2016 00:32:58"
"Great meeting with military spouses in Virginia- joined by @IvankaTrump @LaraLeaTrump @GenFlynn &amp; @MayorRGiuliani. https://t.co/00GNH9nLet,09-06-2016 22:09:01"
"Thank you to all of our amazing military families service members and veterans. #ImWithYou https://t.co/RmQJt0Wxcq,09-06-2016 20:02:26"
"Join me in Pensacola Florida this Friday at 7pm! #VoteTrump https://t.co/L8Ui56dcrJ https://t.co/0ciDCuoFeO,09-06-2016 17:57:59"
"Thank you! #VoteTrump #ImWithYou https://t.co/SCEq9LqTTj,09-06-2016 17:08:51"
"Mainstream media never covered Hillary’s massive “hacking”or coughing attack yet it is #1 trending. What’s up?,09-06-2016 15:31:09"
"Thank you! #AmericaFirst https://t.co/6v4C8ykDVl,09-06-2016 12:49:02"
"As a tribute to the late great Phyllis Schlafly I hope everybody can go out and get her latest book THE CONSERVATIVE CASE FOR TRUMP.,09-06-2016 12:48:02"
"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!,09-06-2016 11:12:11"
"The truly great Phyllis Schlafly who honored me with her strong endorsement for president has passed away at 92. She was very special!,09-06-2016 11:00:56"
"Thank you Ohio! #AmericaFirst https://t.co/p68GAJdhwu,09-05-2016 22:46:00"
"Heading to Youngstown Ohio now- some great polls. #AmericaFirst https://t.co/cGwDLSOFUt,09-05-2016 18:26:10"
"Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L,09-05-2016 16:55:19"
"#LaborDay #AmericaFirstVideo: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI,09-05-2016 14:09:28"
"Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! https://t.co/FAldS5zZi5,09-05-2016 14:03:05"
"President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!,09-05-2016 13:49:00"
"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?,09-04-2016 23:49:48"
"To the African-American community: The Democrats have failed you for fifty years high crime poor schools no jobs. I will fix it VOTE ""T"",09-04-2016 23:26:41"
"The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?,09-04-2016 23:17:38"
"The Great State of Arizona where I just had a massive rally (amazing people) has a very weak and ineffective Senator Jeff Flake. Sad!,09-04-2016 23:05:24"
"The Republican Party needs strong and committed leaders not weak people such as @JeffFlake if it is going to stop illegal immigration.,09-04-2016 22:05:29"
"Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!,09-04-2016 16:04:21"
"Wow the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source,09-04-2016 12:55:58"
".@CNN is so disgusting in their bias but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals.,09-03-2016 20:36:39"
"Great visit to Detroit church fantastic reception and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!,09-03-2016 20:33:36"
"I am returning to the Pensacola Bay Center in Florida- Friday 9/9/16 at 7pm. Join me! https://t.co/L8Ui56dcrJ https://t.co/wAePlfS0JL,09-03-2016 20:15:15"
"Thank you Great Faith Ministries International Bishop Wayne T. Jackson and Detroit!https://t.co/4Ucx678ZCC,09-03-2016 17:27:53"
"#ImWithYou https://t.co/I8dHzezmY4,09-03-2016 11:39:03"
"#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt,09-02-2016 23:35:14"
"Great new poll Iowa - thank you!#MakeAmericaGreatAgain #ImWithYou https://t.co/7hupah1RQN,09-02-2016 16:55:57"
"I visited our Trump Tower campaign headquarters last night after returning from Ohio and Arizona and it was packed with great pros - WIN!,09-02-2016 12:35:44"
"People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!,09-02-2016 12:32:31"
"Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!,09-02-2016 12:28:58"
"I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!,09-01-2016 22:53:52"
"I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYou https://t.co/TUgccsxvoy,09-01-2016 17:05:25"
"Thank you for having me this morning @AmericanLegion. I enjoyed my time with everyone! #ALConvention2016 https://t.co/19TZEi6EbB,09-01-2016 14:22:26"
"Poll numbers way up - making big progress!,09-01-2016 10:46:44"
"Thank you to @foxandfriends for the great review of the speech on immigration last night. Thank you also to the great people of Arizona!,09-01-2016 10:40:13"
"Mexico will pay for the wall!,09-01-2016 10:31:17"
"Under a Trump administration it's called #AmericaFirst! #ImWithYouhttps://t.co/QfHfCQg0Wa,09-01-2016 05:07:04"
"Hillary Clinton doesn't have the strength or the stamina to MAKE AMERICA GREAT AGAIN! #AmericaFirsthttps://t.co/G1MuLrjhW9,09-01-2016 05:06:52"
"There will be no amnesty!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/vVhzSdCblA,09-01-2016 04:58:53"
"Mexico will pay for the wall - 100%!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/pSFuPZz0xP,09-01-2016 04:58:19"
"Just arrived in Arizona! #ImWithYouhttps://t.co/MT3wW61YS5,09-01-2016 00:57:54"
"Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.,09-01-2016 00:43:00"
"Hillary Clinton didn't go to Louisiana and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!,09-01-2016 00:40:07"
"Former President Vicente Fox who is railing against my visit to Mexico today also invited me when he apologized for using the ""f bomb."",08-31-2016 13:07:38"
"Thank you Washington! Together WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4,08-31-2016 03:56:43"
"I have accepted the invitation of President Enrique Pena Nieto of Mexico and look very much forward to meeting him tomorrow.,08-31-2016 02:33:22"
"Thank you North Carolina! #MAGA https://t.co/1oWrFnHe0u,08-30-2016 23:54:36"
"Thank you America! #MAGAhttps://t.co/FljBVvbwKr https://t.co/ePJW9jLckM,08-30-2016 20:47:05"
"From day one I said that I was going to build a great wall on the SOUTHERN BORDER and much more. Stop illegal immigration. Watch Wednesday!,08-30-2016 10:27:21"
"Join me this Thursday in Wilmington Ohio at noon! #ImWithYouTickets: https://t.co/66bfVtIwf1 https://t.co/fDAJl5wVGe,08-30-2016 00:27:21"
"Join me this Wednesday in Phoenix Arizona at 6pm! #ImWithYouTickets: https://t.co/1jATILh2k7 https://t.co/VwKnxo1TNQ,08-30-2016 00:15:51"
"#MakeAmericaGreatAgain #ImWithYou https://t.co/IoYMdjvWHf,08-29-2016 23:24:42"
"We will repeal and replace the horrible disaster known as #Obamacare! https://t.co/YzRTPrqrNC,08-29-2016 22:03:53"
"#CrookedHillary https://t.co/vXhcC8PaPy,08-29-2016 18:41:49"
"Now that African-Americans are seeing what a bad job Hillary type policy and management has done to the inner-cities they want TRUMP!,08-29-2016 13:35:31"
"Crooked Hillary's brainpower is highly overrated.Probably why her decision making is so bad or as stated by Bernie S she has BAD JUDGEMENT,08-29-2016 13:30:04"
"Does anyone know that Crooked Hillary who tried so hard was unable to pass the Bar Exams in Washington D.C. She was forced to go elsewhere,08-29-2016 13:23:02"
"Inner-city crime is reaching record levels. African-Americans will vote for Trump because they know I will stop the slaughter going on!,08-29-2016 13:09:52"
"Look how bad it is getting! How much more crime how many more shootings will it take for African-Americans and Latinos to vote Trump=SAFE!,08-29-2016 13:02:47"
"I will be making a major speech on ILLEGAL IMMIGRATION on Wednesday in the GREAT State of Arizona. Big crowds looking for a larger venue.,08-28-2016 23:27:59"
"I think that both candidates Crooked Hillary and myself should release detailed medical records. I have no problem in doing so! Hillary?,08-28-2016 23:24:14"
"Today is the 53rd anniversary of the March on Washington - today we honor the enduring fight for justice equality and opportunity.,08-28-2016 22:12:27"
"Thank you Arizona! #VoteTrump https://t.co/v8VLxdd0fO,08-28-2016 14:04:46"
"Join me Tuesday in Everett Washington at the Xfinity Arena! Tickets: https://t.co/ABQGySdcYt https://t.co/sn08gnd0lq,08-28-2016 14:01:53"
"NATIONAL DEBT January 2009 = $10.6 TRILLIONAugust 2016 = $19.4 TRILLION https://t.co/dKAVaLfGAJ,08-28-2016 02:33:29"
"It was an honor to have the amazing Root family join me in Iowa. I have been so inspired by their courage &amp; bravery. https://t.co/P4qVGGUYVZ,08-28-2016 02:08:10"
"Thank you Iowa! #ImWithYou https://t.co/3BIF6jBTkk,08-27-2016 21:27:08"
"Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.,08-27-2016 18:47:50"
"My condolences to Dwyane Wade and his family on the loss of Nykea Aldridge. They are in my thoughts and prayers.,08-27-2016 17:48:47"
"Dwyane Wade's cousin was just shot and killed walking her baby in Chicago. Just what I have been saying. African-Americans will VOTE TRUMP!,08-27-2016 16:26:08"
"Heroin overdoses are taking over our children and others in the MIDWEST. Coming in from our southern border. We need strong border &amp; WALL!,08-27-2016 14:17:14"
"New polls - join the MOVEMENT today.https://t.co/3KWOl20zMm #ImWithYou https://t.co/numII7W99T,08-27-2016 00:32:59"
"Join us via our new #AmericaFirst APP! #TrumpPence16 https://t.co/FccLQSCkDY https://t.co/0angXB2BrI,08-26-2016 23:59:43"
"Will be in Phoenix Arizona on Wednesday. Changing venue to much larger one. Demand is unreal. Polls looking great! #ImWithYou,08-26-2016 23:54:09"
"Thank you @TeamTrump Florida. Keep me updated and lets get those 100000 registered voters!#MakeAmericaGreatAgain  https://t.co/lseAAqxjA9,08-26-2016 23:11:22"
"I will be interviewed by @kimguilfoyle at 7pm on @FoxNews. #Enjoy!,08-26-2016 22:59:30"
"Army training slide lists Hillary Clinton as insider threat: https://t.co/CQTSo2ETJF,08-26-2016 19:26:16"
"Meet the ‘Trumpocrats’: Lifelong Democrats Breaking w/ Party Over Hillary to Support Donald Trump for President: https://t.co/g2N3JJWV8a,08-26-2016 19:21:22"
"Hillary Clinton Deleted Emails Using Program Intended To Prevent Recovery #CrookedHillary https://t.co/D0MeBJXBwN,08-26-2016 19:18:15"
"How quickly people forget that Crooked Hillary called African-American youth ""SUPER PREDATORS"" - Has she apologized?,08-26-2016 17:14:09"
"I am very proud to have brought the subject of illegal immigration back into the discussion. Such a big problem for our country-I will solve,08-26-2016 16:01:03"
"Wonderful @pastormarkburns was attacked viciously and unfairly on @MSNBC by crazy @morningmika on low ratings @Morning_Joe. Apologize!,08-26-2016 14:50:06"
"What do African-Americans and Hispanics have to lose by going with me. Look at the poverty crime and educational statistics. I will fix it!,08-26-2016 14:20:55"
"Crooked Hillary will NEVER be able to solve the problems of poverty education and safety within the African-American &amp; Hispanic communities,08-26-2016 13:50:42"
"The Clinton's are the real predators...https://t.co/Fr0gFtZVVz,08-26-2016 12:05:57"
"Hillary Clinton needs to address the racist undertones of her 2008 campaign. #FlashbackFriday https://t.co/MJQp0rcnzH,08-26-2016 02:58:51"
"CLINTON CORRUPTION AND HER SABOTAGE OF THE INNER CITIES. Full speech transcript: https://t.co/npswT6lbg3,08-26-2016 02:45:11"
"Hillary Clinton only knows how to make a speech when it is a hit on me. No policy and always very short (stamina). Media gives her a pass!,08-26-2016 02:40:04"
"HRC is using the oldest play in the Dem playbook- when their policies fail they are left w/this one tired argument!https://t.co/FNbCMmwLTn,08-25-2016 21:25:15"
"Hillary Clinton is using race-baiting to try to get African-American voters- but they know she is all talk and NO ACTION!,08-25-2016 20:45:38"
"Hillary Clinton's short speech is pandering to the worst instincts in our society. She should be ashamed of herself!,08-25-2016 20:14:20"
"Just watched recap of #CrookedHillary's speech. Very short and lies. She is the only one fear-mongering!,08-25-2016 20:11:41"
"So many in the African-American community are doing so badly poverty and crime way up employment and jobs way down: I will fix it promise,08-25-2016 12:44:55"
"Poll numbers are starting to look very good. Leading in Florida @CNN Arizona and big jump in Utah. All numbers rising national way up. Wow!,08-25-2016 12:34:58"
"Thoughts and prayers to the great people of Indiana. You will prevail!,08-25-2016 01:41:53"
"Great Governor @Mike_Pence is in Indiana to help lead the relief efforts after tornadoes struck. True leadership.,08-25-2016 01:40:08"
"Will be on #Hannity @ 10pE @FoxNews- discussing various subjects including immigration-if elected we will #BuildTheWall &amp; enforce our laws!,08-25-2016 00:05:24"
"Thank you for your support!#AmericaFirst #ImWithYou https://t.co/N8FShwYt2g,08-24-2016 22:39:23"
"A great afternoon in Tampa Florida. Thank you! #TrumpPence16 https://t.co/K5MBAcnfR1,08-24-2016 21:32:46"
"New national poll released. Join the MOVEMENT &amp; together we will #MakeAmericaGreatAgain! https://t.co/3KWOl2ibaW https://t.co/rnU1fkn274,08-24-2016 17:24:13"
"Great new poll Florida - thank you! #MakeAmericaGreatAgain https://t.co/7TKpe388Bc,08-24-2016 16:42:04"
"I will not let the families of The Remembrance Project down! #MakeAmericaSafeAgainhttps://t.co/EMuSftG6RPhttps://t.co/FHPR44WixX,08-24-2016 15:19:24"
"My thoughts and prayers are with the victims and families of those affected by two powerful earthquakes in Italy and Myanmar.,08-24-2016 14:01:46"
"Thank you Travis County Texas!#MakeAmericaGreatAgain https://t.co/ZBnYzNb0eo,08-24-2016 02:56:21"
"Will be participating in a Town Hall tonight on @SeanHannity at 10pmE from Austin Texas. Enjoy! https://t.co/8ZBneb0pGk,08-24-2016 00:13:49"
"In Austin Texas with some of our amazing Border Patrol Agents. I will not let them down! https://t.co/U28HNPtjm9 https://t.co/7ImVH69fNb,08-23-2016 21:21:59"
"Join me in Tampa Florida- tomorrow at 1pmE! Tickets: https://t.co/iwEAiWKgtR https://t.co/lLyaW6nxsP,08-23-2016 16:37:38"
"President Obama should have gone to Louisiana days ago instead of golfing. Too little too late!,08-23-2016 16:15:25"
"Hillary Clinton strongly stated  that there was ""absolutely no connection"" between her private work and that of The State Department. LIE!,08-23-2016 14:46:58"
"It is being reported by virtually everyone and is a fact  that the media pile on against me is the worst in American political history!,08-23-2016 13:53:11"
"I am now in Texas doing a big fundraiser for the Republican Party and a @FoxNews Special on the BORDER and with victims of border crime!,08-23-2016 12:56:46"
"The @WashingtonPost quickly put together a hit job book on me- comprised of copies of some of their inaccurate stories. Don't buy boring!,08-23-2016 01:02:19"
".@AnnCoulter's new book 'In Trump We Trust comes out tomorrow. People are saying it's terrific - knowing Ann I am sure it is!,08-23-2016 00:56:51"
"Just leaving Akron Ohio after a packed rally. Amazing people! Going now to Texas.,08-22-2016 23:46:42"
